snapped_at,price,market_cap,total_volume
2021-12-17 00:00:00 UTC,3.5859039508649593,3376757048.1826406,404046.66020402586
2021-12-18 00:00:00 UTC,3.6012119611452746,3382404246.1739106,487338.297432163
2021-12-19 00:00:00 UTC,3.514098385280914,3303609449.63132,599719.6724968558
2021-12-20 00:00:00 UTC,3.478189124643247,3268642504.176838,450774.52319660963
2021-12-21 00:00:00 UTC,3.5741102119096935,3363000444.5777087,442871.1311655357
2021-12-22 00:00:00 UTC,3.6214586264151807,3406187117.2471423,533235.4362270557
2021-12-23 00:00:00 UTC,3.605208406777036,3391672895.4277897,718169.5548364643
2021-12-24 00:00:00 UTC,3.6125225284182303,3400885891.900324,878923.2783818961
2021-12-25 00:00:00 UTC,3.59268460047141,3374450960.2420726,521122.59867781244
2021-12-26 00:00:00 UTC,3.557607964641537,3344621917.4023085,478802.8880201707
2021-12-27 00:00:00 UTC,3.4892481017698898,3284516519.5840073,406096.3013631466
2021-12-28 00:00:00 UTC,3.4638977754226916,3255773503.6728444,957599.1912321904
2021-12-29 00:00:00 UTC,3.5848046081480294,3368405869.223832,846720.0535480313
2021-12-30 00:00:00 UTC,3.7351661944881247,3507621984.5936275,759793.2454081506
2021-12-31 00:00:00 UTC,3.815109279380397,3577971864.9336796,849724.080252318
2022-01-01 00:00:00 UTC,3.7632844820937623,3534064310.936075,1216104.146929793
2022-01-02 00:00:00 UTC,3.816468510008263,3572140992.790324,352543.70735634264
2022-01-03 00:00:00 UTC,3.7817134818546316,3552121405.8319345,183749.06972495414
2022-01-04 00:00:00 UTC,3.8058397044674313,3571423813.0348353,793005.8691067335
2022-01-05 00:00:00 UTC,3.784474242609222,3567047441.743303,553629.8652796261
2022-01-06 00:00:00 UTC,3.800900414561834,3573574575.864908,830773.5646403698
2022-01-07 00:00:00 UTC,3.7734938569683325,3541430113.7092857,884204.480694744
2022-01-08 00:00:00 UTC,3.5709803476545474,3356338841.7018228,2003696.544149951
2022-01-09 00:00:00 UTC,3.7594056389834156,3531990982.426189,754138.4898604044
2022-01-10 00:00:00 UTC,3.761519103214383,3526323451.366291,470234.1781685924
2022-01-11 00:00:00 UTC,3.74416774826721,3510222629.5918527,730042.392612975
2022-01-12 00:00:00 UTC,3.727467838889683,3510140788.812056,487593.070240698
2022-01-13 00:00:00 UTC,3.8560135380160885,3617563138.3178315,463355.31192906405
2022-01-14 00:00:00 UTC,3.8043180229818554,3578030623.143336,277013.0909365534
2022-01-15 00:00:00 UTC,3.773686690119437,3536927817.8798294,577419.0444429769
2022-01-16 00:00:00 UTC,3.774004787528296,3537317275.1927013,599525.7145582996
2022-01-17 00:00:00 UTC,3.7853158231995616,3548301730.2202578,344011.7444060124
2022-01-18 00:00:00 UTC,3.777529427351234,3543368012.0968533,384808.7151466709
2022-01-19 00:00:00 UTC,3.6745326933912312,3445444354.6987844,781731.4316145827
2022-01-20 00:00:00 UTC,3.685723786655675,3452847006.1984797,669607.5493346247
2022-01-21 00:00:00 UTC,3.703080815311127,3474078634.8701324,247255.78063854284
2022-01-22 00:00:00 UTC,3.531569799993541,3308835602.711342,1376930.643052924
2022-01-23 00:00:00 UTC,3.598529028674388,3374681725.939603,1078736.1735621952
