snapped_at,price,market_cap,total_volume
2022-07-07 00:00:00 UTC,11.733558292463156,591403591.7006725,14932750.302514859
2022-07-08 00:00:00 UTC,12.191139590835553,611607435.1997979,12581140.159191405
2022-07-09 00:00:00 UTC,11.508702132859337,577728267.778552,17513110.90535874
2022-07-10 00:00:00 UTC,11.713522412786164,587260650.241617,10032338.906065837
2022-07-11 00:00:00 UTC,11.7369753706447,590867997.5331613,10102751.388976932
2022-07-12 00:00:00 UTC,12.071848506598606,603407043.577437,24351329.308552228
2022-07-13 00:00:00 UTC,10.987527578531626,554353346.7686915,22493260.81920513
2022-07-14 00:00:00 UTC,12.775737369462925,639343709.9592605,30773947.384580266
2022-07-15 00:00:00 UTC,14.352168405903132,721866677.3838427,30037737.86874522
2022-07-16 00:00:00 UTC,14.106524313494061,706509979.7713242,26610010.95245011
2022-07-17 00:00:00 UTC,15.932447724286815,798312084.3904641,34143974.1757662
2022-07-18 00:00:00 UTC,15.521892556728144,781144179.8882842,22066301.44431356
2022-07-19 00:00:00 UTC,16.53611776044661,826595675.4042851,35481118.70758892
2022-07-20 00:00:00 UTC,15.506593494049328,776382390.6930319,30543196.580014743
2022-07-21 00:00:00 UTC,13.801176714903043,691556291.0210724,31809002.85984039
2022-07-22 00:00:00 UTC,14.293527248175629,718556909.5925292,30274606.92740208
2022-07-23 00:00:00 UTC,13.387735128438479,671822787.8349352,25869612.317532137
2022-07-24 00:00:00 UTC,13.715892593894429,687156400.9906136,17037699.85429693
2022-07-25 00:00:00 UTC,13.339435072273233,670857030.9782203,16635780.05073697
2022-07-26 00:00:00 UTC,12.8201168655862,646886536.3143835,24364049.33313859
2022-07-27 00:00:00 UTC,12.314695626239601,616323056.5291901,26230008.26854868
2022-07-28 00:00:00 UTC,14.249675500447774,714348303.5426182,19215251.131349947
2022-07-29 00:00:00 UTC,13.985595251115548,699723090.5698159,39458305.21126751
2022-07-30 00:00:00 UTC,13.613815485796263,691780922.5188401,43560921.87436371
2022-07-31 00:00:00 UTC,14.740649528729211,735240656.0530012,54890703.89001042
2022-08-01 00:00:00 UTC,15.618403356620302,783573733.8218199,79203754.44011699
2022-08-02 00:00:00 UTC,14.498553554483156,723168720.6091381,62433081.85150096
2022-08-03 00:00:00 UTC,14.015919870635269,708582930.7922946,53898019.84337208
2022-08-04 00:00:00 UTC,13.98557838051904,698332421.6925231,58193299.388499774
2022-08-05 00:00:00 UTC,14.043634610089997,701088862.7427317,37536264.372927584
2022-08-06 00:00:00 UTC,14.595999676944572,731641213.6907423,34783270.32919664
2022-08-07 00:00:00 UTC,14.901137773216888,748892092.5922632,37844924.22148843
2022-08-08 00:00:00 UTC,14.621112390725427,731537388.4584227,17906955.69672054
2022-08-09 00:00:00 UTC,15.087060506661004,757119354.4157921,21589104.60950141
2022-08-10 00:00:00 UTC,14.4213100581766,724425402.0834802,24843247.65566441
2022-08-11 00:00:00 UTC,15.550272298239312,777602774.7410651,45959891.242508434
2022-08-12 00:00:00 UTC,14.783448220954138,738873041.6957741,53187588.03246646
2022-08-13 00:00:00 UTC,14.920079995809976,748663392.4222823,26031519.190757282
2022-08-14 00:00:00 UTC,14.534616280799945,728865707.4646745,18176706.149679307
2022-08-15 00:00:00 UTC,13.87401564250511,695975890.0610856,18781256.576986264
2022-08-16 00:00:00 UTC,13.945980719560668,699046748.1822933,15496926.808570145
2022-08-17 00:00:00 UTC,13.97181624350735,700256949.4486802,18156708.841191877
2022-08-18 00:00:00 UTC,13.148002546200683,661162976.603161,26276644.571755525
2022-08-19 00:00:00 UTC,12.670667782830492,636483659.6436684,13594950.719916657
2022-08-20 00:00:00 UTC,11.917939597987685,598654401.1313365,33820005.79623189
2022-08-21 00:00:00 UTC,12.236076243919634,612300835.1148773,24269187.295127243
2022-08-22 00:00:00 UTC,12.690582313214493,639184659.2188131,18565059.55759529
2022-08-23 00:00:00 UTC,12.139725376195367,608086064.5872096,20230783.084698986
2022-08-24 00:00:00 UTC,12.473595252355125,625629887.870845,16860548.857472043
2022-08-25 00:00:00 UTC,12.477755604557895,625209748.0792136,18000501.558731772
2022-08-26 00:00:00 UTC,12.335780733924464,618970359.1559874,9562728.82994286
2022-08-27 00:00:00 UTC,11.160285226774851,557952414.7133707,20358078.277600314
2022-08-28 00:00:00 UTC,11.019190981906686,553126219.8883077,13828509.074150443
2022-08-29 00:00:00 UTC,10.349391088841546,521405227.7482166,10025351.571181346
2022-08-30 00:00:00 UTC,10.938244874357476,546638200.2912288,8806682.187043767
2022-08-31 00:00:00 UTC,10.08560395688186,508107839.4662532,13764555.333091179
2022-09-01 00:00:00 UTC,9.98217367152214,500246775.65224296,13064685.786297383
2022-09-02 00:00:00 UTC,10.108223099201108,504917335.6279411,10830369.502905136
2022-09-03 00:00:00 UTC,10.004832926610206,501008955.2687846,13181454.110403765
2022-09-04 00:00:00 UTC,10.122058793561948,507362948.33802253,8810988.419661904
2022-09-05 00:00:00 UTC,10.252629306856871,513660494.01678514,8031556.637933991
2022-09-06 00:00:00 UTC,10.169762274960165,509841396.4626198,10682190.90940284
2022-09-07 00:00:00 UTC,9.382032180302117,471200041.1533018,18368289.489477627
2022-09-08 00:00:00 UTC,9.747233694714597,489397591.91855526,10793372.06545957
2022-09-09 00:00:00 UTC,10.001938052354461,500872315.8869451,13500699.766900927
2022-09-10 00:00:00 UTC,10.985045488032895,550205110.2550315,19974005.73756435
2022-09-11 00:00:00 UTC,11.122649151137491,557042558.8983843,16679455.28556091
2022-09-12 00:00:00 UTC,11.268580845412345,564819929.6591947,17800946.947884686
2022-09-13 00:00:00 UTC,10.716864464785099,536722210.8930447,19350128.166715994
2022-09-14 00:00:00 UTC,9.722824601764145,487384572.0496473,22535755.522678483
2022-09-15 00:00:00 UTC,9.793857197856143,489797454.961277,13295680.664371092
2022-09-16 00:00:00 UTC,9.748911149949853,488341459.0009276,13117206.60442782
2022-09-17 00:00:00 UTC,10.095121453373357,505648460.4160454,15383629.144596916
2022-09-18 00:00:00 UTC,10.19937684892591,511121937.9276639,8303654.7304479275
2022-09-19 00:00:00 UTC,9.435791386979627,473221983.92609507,15274652.605201693
2022-09-20 00:00:00 UTC,9.652512017138779,484000836.7276969,17604980.593061063
2022-09-21 00:00:00 UTC,9.514094512556959,476909956.98042864,13540808.301911296
2022-09-22 00:00:00 UTC,9.198138578415957,460267916.9361202,18177988.027590536
2022-09-23 00:00:00 UTC,10.101236996205072,506589969.97458184,21519111.27655317
2022-09-24 00:00:00 UTC,10.220646703862716,513365116.7328524,25201414.132866103
2022-09-25 00:00:00 UTC,9.733975683767316,487163451.0477328,22663562.293056015
2022-09-26 00:00:00 UTC,9.369516992514923,468848350.8797702,19897887.37219258
2022-09-27 00:00:00 UTC,9.445491426803791,472197576.31886715,24147090.61401504
2022-09-28 00:00:00 UTC,9.433895673111273,472942185.0155411,29352261.73179981
2022-09-29 00:00:00 UTC,9.313823542819357,466413107.9222627,25989310.280532263
2022-09-30 00:00:00 UTC,9.083997672078194,455213779.8983357,27026707.01195531
2022-10-01 00:00:00 UTC,9.366179891735875,469430125.7280873,16860352.68958158
2022-10-02 00:00:00 UTC,9.264982860375031,463731452.91648,7688832.881097688
2022-10-03 00:00:00 UTC,9.068922708758464,455735134.7729419,10584948.207778445
2022-10-04 00:00:00 UTC,9.500756960566841,476493579.1679807,11745194.552742658
2022-10-05 00:00:00 UTC,9.651493330910862,483723579.5333666,9600066.772688644
2022-10-06 00:00:00 UTC,9.510648169633068,476658959.70736533,10104565.779285036
2022-10-07 00:00:00 UTC,9.114426069883752,457287464.19387984,11458346.365424424
2022-10-08 00:00:00 UTC,9.018415079392046,451618194.3937472,8824198.33990811
2022-10-09 00:00:00 UTC,8.86701776714886,444995488.32057863,6376674.084791346
2022-10-10 00:00:00 UTC,8.851173558366106,443086150.3772279,7291578.974412461
2022-10-11 00:00:00 UTC,8.76740513898537,440238844.3634488,11059364.52380414
2022-10-12 00:00:00 UTC,8.64476208131176,432438162.6861087,8813774.114433877
2022-10-13 00:00:00 UTC,8.935850317068113,447796485.7731451,5441095.674879077
2022-10-14 00:00:00 UTC,9.77263258415091,489396681.5812173,28329053.979884963
2022-10-15 00:00:00 UTC,9.698227901381353,484418582.25642586,15139399.254717043
2022-10-16 00:00:00 UTC,9.739651753492312,487945982.1788404,10152002.006837698
2022-10-17 00:00:00 UTC,10.05096565747437,502961334.08837247,12179078.356174534
2022-10-18 00:00:00 UTC,9.947058670914851,497819065.4421216,11995961.210597781
